Date,NVDA_Close,QUBT_Close,GSPC_Close,NVDA_High,QUBT_High,GSPC_High,NVDA_Low,QUBT_Low,GSPC_Low,NVDA_Open,QUBT_Open,GSPC_Open,NVDA_Volume,QUBT_Volume,GSPC_Volume,NVDA_Return,QUBT_Return,GSPC_Return,NVDA_RollingVol,QUBT_RollingVol,GSPC_RollingVol,NVDA_Tomorrow,NVDA_Direction
2013-11-18,0.370042,2.000000,1791.530029,0.374263,2.000000,1802.329956,0.369104,2.000000,1788.000000,0.370980,2.000000,1798.819946,316948000,10,3168520000,-0.024119,0.000000,-0.003698,0.017833,0.155178,0.007305,0.364029,0
2013-11-19,0.364029,2.000000,1787.869995,0.371574,2.000000,1795.510010,0.363558,2.000000,1784.719971,0.368273,2.000000,1790.790039,206716000,18,3224450000,-0.016247,0.000000,-0.002043,0.018026,0.155178,0.006823,0.358607,0
2013-11-20,0.358607,2.000000,1781.369995,0.365208,2.000000,1795.729980,0.357899,2.000000,1777.229980,0.364265,2.000000,1789.589966,204776000,0,3109140000,-0.014896,0.000000,-0.003636,0.018007,0.155178,0.006908,0.361436,1
2013-11-21,0.361436,2.000000,1795.849976,0.362143,2.000000,1797.160034,0.357428,2.000000,1783.520020,0.359078,2.000000,1783.520020,213568000,0,3256630000,0.007890,0.000000,0.008129,0.017949,0.155178,0.005972,0.357899,0
2013-11-22,0.357899,2.000000,1804.760010,0.361908,2.000000,1804.839966,0.357192,2.000000,1794.699951,0.361908,2.000000,1797.209961,158668000,0,3055140000,-0.009785,0.000000,0.004961,0.017973,0.155178,0.005944,0.365680,1
2013-11-25,0.365680,2.000000,1802.479980,0.366151,2.000000,1808.099976,0.357899,2.000000,1800.579956,0.357899,2.000000,1806.329956,248208000,0,2998540000,0.021739,0.000000,-0.001263,0.018203,0.155178,0.005958,0.368745,1
2013-11-26,0.368745,3.200000,1802.750000,0.372753,3.200000,1808.420044,0.367330,3.200000,1800.770020,0.369688,3.200000,1802.869995,753176000,13,3427120000,0.008382,0.600000,0.000150,0.018229,0.190045,0.005731,0.370160,1
2013-11-27,0.370160,2.000000,1807.229980,0.371338,2.000000,1808.270020,0.366151,2.000000,1802.770020,0.368509,2.000000,1803.479980,181272000,75,2613590000,0.003836,-0.375000,0.002485,0.018110,0.203221,0.005281,0.367802,0
2013-11-29,0.367802,2.000000,1805.810059,0.371103,2.000000,1813.550049,0.365444,2.000000,1803.979980,0.370160,2.000000,1808.689941,116964000,0,1598300000,-0.006369,0.000000,-0.000786,0.018151,0.203221,0.005208,0.371338,1
2013-12-02,0.371338,2.000000,1800.900024,0.373932,2.000000,1810.020020,0.365680,2.000000,1798.599976,0.366387,2.000000,1806.550049,373872000,0,3095430000,0.009615,0.000000,-0.002719,0.018114,0.203221,0.005166,0.371103,0
2013-12-03,0.371103,2.000000,1795.150024,0.376290,2.000000,1800.099976,0.368745,2.000000,1787.849976,0.371338,2.000000,1800.099976,290560000,0,3475680000,-0.000635,0.000000,-0.003193,0.018109,0.203221,0.005222,0.376290,1
2013-12-04,0.376290,2.000000,1792.810059,0.376997,2.000000,1799.800049,0.369216,2.000000,1779.089966,0.370160,2.000000,1793.150024,493176000,0,3610540000,0.013977,0.000000,-0.001303,0.018255,0.203221,0.005158,0.370160,0
2013-12-05,0.370160,2.000000,1785.030029,0.376997,2.000000,1792.819946,0.369688,2.000000,1783.380005,0.376997,2.000000,1792.819946,271812000,100,3336880000,-0.016291,0.000000,-0.004340,0.018228,0.203221,0.005144,0.364737,0
2013-12-06,0.364737,2.000000,1805.089966,0.374639,2.000000,1806.040039,0.363794,2.000000,1788.359985,0.374639,2.000000,1788.359985,281000000,0,3150030000,-0.014649,0.000000,0.011238,0.018392,0.203221,0.005474,0.358607,0
2013-12-09,0.358607,2.000000,1808.369995,0.365916,2.000000,1811.520020,0.357899,2.000000,1806.209961,0.364737,2.000000,1806.209961,385220000,0,3129500000,-0.016807,0.000000,0.001817,0.018572,0.203221,0.005439,0.366859,1
2013-12-10,0.366859,2.000000,1802.619995,0.368509,2.000000,1808.520020,0.358135,2.000000,1801.750000,0.358607,2.000000,1807.599976,524268000,0,3117150000,0.023011,0.000000,-0.003180,0.019022,0.203221,0.005490,0.363322,0
2013-12-11,0.363322,2.800000,1782.219971,0.368038,2.800000,1802.969971,0.362615,2.200000,1780.089966,0.367566,2.200000,1802.760010,414156000,132,3472240000,-0.009640,0.400000,-0.011317,0.019123,0.214871,0.005835,0.356249,0
2013-12-12,0.356249,1.800000,1775.500000,0.364030,1.800000,1782.989990,0.355542,1.800000,1772.280029,0.362143,1.800000,1781.709961,258724000,42,3306640000,-0.019467,-0.357143,-0.003771,0.019476,0.225768,0.005806,0.354127,0
2013-12-13,0.354127,1.800000,1775.319946,0.359550,1.800000,1780.920044,0.353656,1.800000,1772.449951,0.356956,1.800000,1777.979980,184588000,0,3061070000,-0.005957,0.000000,-0.000101,0.019504,0.225768,0.005755,0.354599,1
2013-12-16,0.354599,1.800000,1786.540039,0.357664,1.800000,1792.219971,0.354127,1.800000,1777.479980,0.354363,1.800000,1777.479980,237620000,75,3209890000,0.001332,0.000000,0.006320,0.019486,0.225178,0.005840,0.356249,1
2013-12-17,0.356249,1.800000,1781.000000,0.357192,1.800000,1786.770020,0.351298,1.800000,1777.050049,0.354363,1.800000,1786.469971,274104000,34,3270030000,0.004655,0.000000,-0.003101,0.018729,0.225178,0.005845,0.361200,1
2013-12-18,0.361200,1.800000,1810.650024,0.361907,1.800000,1811.079956,0.352477,1.800000,1767.989990,0.356956,1.800000,1781.459961,426232000,242,4327770000,0.013897,0.000000,0.016648,0.018870,0.222635,0.006532,0.362615,1
2013-12-19,0.362615,1.800000,1809.599976,0.363086,1.800000,1810.880005,0.358371,1.800000,1801.349976,0.360729,1.800000,1809.000000,258544000,0,3497210000,0.003917,0.000000,-0.000580,0.018850,0.181662,0.006506,0.369924,1
2013-12-20,0.369924,1.800000,1818.319946,0.370159,1.800000,1823.750000,0.362379,1.800000,1810.250000,0.363322,1.800000,1810.390015,382080000,0,5097700000,0.020156,0.000000,0.004819,0.018544,0.164609,0.005986,0.372046,1
2013-12-23,0.372046,1.800000,1827.989990,0.375111,1.800000,1829.750000,0.368981,1.600000,1822.920044,0.372046,1.600000,1822.920044,168568000,1025,2851540000,0.005736,0.000000,0.005318,0.013666,0.164609,0.005592,0.372989,1
2013-12-24,0.372989,0.800000,1833.319946,0.374168,0.800000,1833.319946,0.369216,0.800000,1828.020020,0.374168,0.800000,1828.020020,79600000,130,1307630000,0.002535,-0.555556,0.002916,0.013595,0.194232,0.005601,0.369452,0
2013-12-26,0.369452,0.800000,1842.020020,0.375582,0.800000,1842.839966,0.368509,0.800000,1834.959961,0.374403,0.800000,1834.959961,168920000,150,1982270000,-0.009482,0.000000,0.004746,0.013714,0.194232,0.005598,0.371574,1
2013-12-27,0.371574,1.000000,1841.400024,0.372282,1.000000,1844.890015,0.369216,1.000000,1839.810059,0.371338,1.000000,1842.969971,210976000,3,2052920000,0.005744,0.250000,-0.000337,0.012772,0.199937,0.005459,0.376525,1
2013-12-30,0.376525,1.000000,1841.069946,0.376761,1.000000,1842.469971,0.371338,0.800000,1838.770020,0.371810,0.800000,1841.469971,248180000,58,2293860000,0.013325,0.000000,-0.000179,0.012994,0.199937,0.005418,0.377704,1
2013-12-31,0.377704,1.200000,1848.359985,0.379590,1.200000,1849.439941,0.374875,1.000000,1842.410034,0.377233,1.000000,1842.609985,235776000,466,2312840000,0.003131,0.200000,0.003960,0.012997,0.203287,0.005413,0.373932,0
2014-01-02,0.373932,1.200000,1831.979980,0.376761,1.200000,1845.859985,0.370631,1.200000,1827.739990,0.375346,1.200000,1845.859985,260092000,0,3080600000,-0.009987,0.000000,-0.008862,0.012334,0.203287,0.005642,0.369452,0
2014-01-03,0.369452,1.200000,1831.369995,0.375346,1.200000,1838.239990,0.368273,1.200000,1829.130005,0.374639,1.200000,1833.209961,259332000,0,2774270000,-0.011980,0.000000,-0.000333,0.012159,0.203287,0.005622,0.374403,1
2014-01-06,0.374403,1.400000,1826.770020,0.377233,1.400000,1837.160034,0.369688,1.400000,1823.729980,0.373224,1.400000,1832.310059,409492000,250,3294850000,0.013401,0.166667,-0.002512,0.012015,0.205400,0.005595,0.380533,1
2014-01-07,0.380533,1.600000,1837.880005,0.381948,1.600000,1840.099976,0.375582,1.600000,1828.709961,0.378176,1.600000,1828.709961,333288000,367,3511750000,0.016373,0.142857,0.006082,0.012267,0.206789,0.005515,0.385720,1
2014-01-08,0.385720,1.200000,1837.489990,0.387607,1.600000,1840.020020,0.380533,1.200000,1831.400024,0.381948,1.600000,1837.900024,308192000,60,3652140000,0.013631,-0.250000,-0.000212,0.012250,0.212405,0.005460,0.371338,0
2014-01-09,0.371338,1.200000,1838.130005,0.380533,1.200000,1843.229980,0.370160,1.200000,1830.380005,0.379826,1.200000,1839.000000,292172000,0,3581150000,-0.037286,0.000000,0.000348,0.013718,0.212405,0.005449,0.370867,0
2014-01-10,0.370867,1.200000,1842.369995,0.375111,1.200000,1843.150024,0.367566,1.200000,1832.430054,0.372517,1.200000,1840.060059,218492000,0,3335710000,-0.001270,0.000000,0.002307,0.013642,0.180539,0.005456,0.362143,0
2014-01-13,0.362143,1.200000,1819.199951,0.373225,1.200000,1843.449951,0.361436,1.200000,1815.520020,0.370867,1.200000,1841.260010,243332000,0,3591350000,-0.023522,0.000000,-0.012576,0.014295,0.167062,0.005960,0.373460,1
2014-01-14,0.373460,1.200000,1838.880005,0.374168,1.200000,1839.260010,0.362379,1.200000,1821.359985,0.364030,1.200000,1821.359985,241828000,0,3353270000,0.031250,0.000000,0.010818,0.015383,0.167062,0.006260,0.377468,1
2014-01-15,0.377468,1.200000,1848.380005,0.378883,1.200000,1850.839966,0.373460,1.200000,1840.520020,0.375111,1.200000,1840.520020,175044000,0,3777800000,0.010732,0.000000,0.005166,0.015406,0.167062,0.006280,0.378647,1
2014-01-16,0.378647,1.200000,1845.890015,0.379355,1.200000,1847.989990,0.375818,1.200000,1840.300049,0.377468,1.200000,1847.989990,220652000,0,3491310000,0.003123,0.000000,-0.001347,0.015411,0.167062,0.006248,0.376997,0
2014-01-17,0.376997,1.200000,1838.699951,0.383127,1.200000,1846.040039,0.374639,1.200000,1835.229980,0.378647,1.200000,1844.229980,340400000,0,3626120000,-0.004359,0.000000,-0.003895,0.015232,0.167062,0.006298,0.378411,1
2014-01-21,0.378411,1.200000,1843.800049,0.380769,1.200000,1849.310059,0.374403,1.200000,1832.380005,0.377468,1.200000,1841.050049,246076000,67,3782470000,0.003752,0.000000,0.002774,0.014921,0.167062,0.006229,0.377940,0
2014-01-22,0.377940,1.200000,1844.859985,0.379590,1.200000,1846.869995,0.373460,1.200000,1840.880005,0.379119,1.200000,1844.709961,337940000,75,3374170000,-0.001246,0.000000,0.000575,0.014640,0.167062,0.005927,0.376525,0
2014-01-23,0.376525,1.200000,1828.459961,0.380769,1.200000,1842.290039,0.373696,1.200000,1820.060059,0.376761,1.200000,1842.290039,185028000,0,3972250000,-0.003743,0.000000,-0.008890,0.014272,0.167062,0.006177,0.366859,0
2014-01-24,0.366859,1.200000,1790.290039,0.374875,1.200000,1826.959961,0.366859,1.200000,1790.290039,0.373460,1.200000,1826.959961,246696000,0,4618450000,-0.025673,0.000000,-0.020875,0.014534,0.167062,0.007277,0.364501,0
2014-01-27,0.364501,1.200000,1781.560059,0.372046,1.200000,1795.979980,0.362379,1.200000,1772.880005,0.366859,1.200000,1791.030029,233812000,326,4045200000,-0.006427,0.000000,-0.004876,0.014472,0.149015,0.007028,0.368038,1
2014-01-28,0.368038,1.200000,1792.500000,0.368273,1.200000,1793.869995,0.362379,1.200000,1779.489990,0.363794,1.200000,1783.000000,167996000,0,3437830000,0.009703,0.000000,0.006141,0.014078,0.134133,0.007077,0.364501,0
2014-01-29,0.364501,1.200000,1774.199951,0.368745,1.200000,1790.150024,0.364265,1.200000,1770.449951,0.366623,1.200000,1790.150024,162944000,0,3964020000,-0.009609,0.000000,-0.010209,0.014158,0.134133,0.007335,0.370631,1
2014-01-30,0.370631,1.200000,1794.189941,0.371338,1.200000,1798.770020,0.365444,1.200000,1777.170044,0.366623,1.200000,1777.170044,202896000,28,3547510000,0.016818,0.000000,0.011267,0.014447,0.134133,0.007535,0.370160,0
2014-01-31,0.370160,1.200000,1782.589966,0.372281,1.200000,1793.880005,0.365208,1.200000,1772.260010,0.365444,1.200000,1790.880005,335348000,89,4059690000,-0.001272,0.000000,-0.006465,0.014444,0.134133,0.007610,0.365208,0
2014-02-03,0.365208,1.200000,1741.890015,0.373225,1.200000,1784.829956,0.363794,1.200000,1739.660034,0.372753,1.200000,1782.680054,431728000,0,4726040000,-0.013376,0.000000,-0.022832,0.014488,0.134133,0.008043,0.367330,1
2014-02-04,0.367330,1.000000,1755.199951,0.368038,1.000000,1758.729980,0.363086,1.000000,1743.819946,0.364973,1.000000,1743.819946,280692000,50,4068410000,0.005810,-0.166667,0.007641,0.014507,0.137477,0.008205,0.364029,0
2014-02-05,0.364029,1.600000,1751.640015,0.365916,1.600000,1755.790039,0.361200,1.200000,1737.920044,0.364737,1.200000,1753.380005,214676000,316,3984290000,-0.008986,0.600000,-0.002028,0.014118,0.176616,0.008133,0.368745,1
2014-02-06,0.368745,1.600000,1773.430054,0.369688,1.600000,1774.060059,0.364030,1.600000,1752.989990,0.364501,1.600000,1752.989990,168380000,0,3825410000,0.012954,0.000000,0.012440,0.014288,0.176616,0.008429,0.374168,1
2014-02-07,0.374168,1.600000,1797.020020,0.374639,1.600000,1798.030029,0.366387,1.600000,1776.010010,0.369688,1.600000,1776.010010,157248000,0,3775990000,0.014706,0.000000,0.013302,0.014539,0.140361,0.008800,0.375346,1
2014-02-10,0.375346,1.600000,1799.839966,0.380298,1.600000,1799.939941,0.373460,1.600000,1791.829956,0.373696,1.600000,1796.199951,324372000,15,3312160000,0.003150,0.000000,0.001569,0.014431,0.140361,0.008752,0.383127,1
2014-02-11,0.383127,1.600000,1819.750000,0.384070,1.600000,1823.540039,0.375582,1.600000,1800.410034,0.377468,1.600000,1800.449951,235384000,0,3699380000,0.020729,0.000000,0.011062,0.014867,0.134223,0.009013,0.396802,1
2014-02-12,0.396802,1.000000,1819.260010,0.399631,1.000000,1826.550049,0.384306,1.000000,1815.969971,0.384306,1.000000,1820.119995,744528000,23,3326380000,0.035692,-0.375000,-0.000269,0.016016,0.152646,0.009013,0.409297,1
2014-02-13,0.409297,1.000000,1829.829956,0.411655,1.000000,1830.250000,0.399631,1.000000,1809.219971,0.406704,1.000000,1814.819946,902836000,0,3289510000,0.031492,0.000000,0.005810,0.016905,0.148397,0.009050,0.422265,1
2014-02-14,0.422265,1.000000,1838.630005,0.423208,1.000000,1841.650024,0.405289,1.000000,1825.589966,0.405525,1.000000,1828.459961,817536000,0,3114750000,0.031682,0.000000,0.004809,0.017517,0.148397,0.008947,0.422029,0
2014-02-18,0.422029,1.000000,1840.760010,0.423915,1.000000,1842.869995,0.418492,1.000000,1835.010010,0.422501,1.000000,1839.030029,428988000,0,3421110000,-0.000558,0.000000,0.001158,0.017276,0.148397,0.008949,0.427688,1
2014-02-19,0.427688,1.000000,1828.750000,0.431460,1.000000,1847.500000,0.420143,1.000000,1826.989990,0.422029,1.000000,1838.900024,450340000,63,3661570000,0.013408,0.000000,-0.006524,0.017276,0.145179,0.009020,0.442777,1
2014-02-20,0.442777,1.000000,1839.780029,0.443720,1.000000,1842.790039,0.427923,1.000000,1824.579956,0.428631,1.000000,1829.239990,398088000,0,3404980000,0.035281,0.000000,0.006031,0.018048,0.142596,0.009019,0.439476,0
2014-02-21,0.439476,1.000000,1836.250000,0.447728,1.000000,1846.130005,0.436647,1.000000,1835.599976,0.442070,1.000000,1841.069946,451052000,0,3403880000,-0.007455,0.000000,-0.001919,0.018120,0.134970,0.009026,0.445842,1
2014-02-24,0.445842,1.000000,1847.609985,0.449143,1.000000,1858.709961,0.434525,1.000000,1836.780029,0.438533,1.000000,1836.780029,403112000,0,4014530000,0.014485,0.000000,0.006187,0.016383,0.134970,0.009097,0.443829,0
2014-02-25,0.443829,1.000000,1845.119995,0.447144,1.000000,1852.910034,0.439092,1.000000,1840.189941,0.445250,1.000000,1847.660034,242184000,0,3515560000,-0.004516,0.000000,-0.001348,0.016445,0.134970,0.009092,0.443118,0
2014-02-26,0.443118,1.000000,1845.160034,0.449513,1.000000,1852.650024,0.441697,1.000000,1840.660034,0.442881,1.000000,1845.790039,360884000,0,3716730000,-0.001601,0.000000,0.000022,0.015545,0.134970,0.008772,0.438145,0
2014-02-27,0.438145,1.000000,1854.290039,0.447618,1.000000,1854.530029,0.436961,1.000000,1841.130005,0.443118,1.000000,1844.900024,388848000,0,3547460000,-0.011224,0.000000,0.004948,0.015177,0.134970,0.008598,0.435303,0
2014-02-28,0.435303,1.000000,1859.449951,0.440039,1.000000,1867.920044,0.428908,1.000000,1847.670044,0.435776,1.000000,1855.119995,321692000,100,3917450000,-0.006486,0.000000,0.002783,0.015295,0.134970,0.008563,0.433171,0
2014-03-03,0.433171,1.000000,1845.729980,0.433171,1.000000,1857.680054,0.421803,1.000000,1834.439941,0.425592,1.000000,1857.680054,375948000,0,3428220000,-0.004897,0.000000,-0.007379,0.015397,0.134970,0.008671,0.437671,1
2014-03-04,0.437671,1.000000,1873.910034,0.440513,1.000000,1876.229980,0.434592,1.000000,1849.229980,0.435303,1.000000,1849.229980,260344000,147,3765770000,0.010388,0.000000,0.015268,0.015336,0.134970,0.009068,0.441460,1
2014-03-05,0.441460,1.000000,1873.810059,0.441697,1.000000,1876.530029,0.435303,1.000000,1871.109985,0.437197,1.000000,1874.050049,241472000,0,3392990000,0.008658,0.000000,-0.000053,0.015347,0.134970,0.009060,0.435303,0
2014-03-06,0.435303,1.000000,1877.030029,0.444539,1.000000,1881.939941,0.434592,1.000000,1874.180054,0.442171,1.000000,1874.180054,290144000,72,3360450000,-0.013948,0.000000,0.001718,0.015704,0.134970,0.009063,0.434829,0
2014-03-07,0.434829,1.000000,1878.040039,0.437908,1.000000,1883.569946,0.431513,1.000000,1870.560059,0.437197,1.000000,1878.520020,268452000,0,3564740000,-0.001088,0.000000,0.000538,0.015661,0.134970,0.008884,0.428434,0
2014-03-10,0.428434,1.000000,1877.170044,0.435303,1.000000,1877.869995,0.426540,1.000000,1867.040039,0.433408,1.000000,1877.859985,300888000,0,3021350000,-0.014706,0.000000,-0.000463,0.015038,0.134970,0.007881,0.432697,1
2014-03-11,0.432697,1.000000,1867.630005,0.436487,1.000000,1882.349976,0.429145,1.000000,1863.880005,0.430566,1.000000,1878.260010,297220000,0,3392400000,0.009950,0.000000,-0.005082,0.014895,0.134970,0.007887,0.433882,1
2014-03-12,0.433882,1.000000,1868.199951,0.436487,1.000000,1868.380005,0.428908,1.000000,1854.380005,0.430566,1.000000,1866.150024,239428000,0,3270860000,0.002737,0.000000,0.000305,0.014886,0.134970,0.007843,0.420145,0
2014-03-13,0.420145,1.000000,1846.339966,0.436487,1.000000,1874.400024,0.418014,1.000000,1841.859985,0.434829,1.000000,1869.060059,385172000,0,3670990000,-0.031659,0.000000,-0.011701,0.016154,0.134970,0.007924,0.422040,1
2014-03-14,0.422040,0.600000,1841.130005,0.425829,0.800000,1852.439941,0.415882,0.600000,1839.569946,0.415882,0.600000,1845.069946,460048000,946,3285460000,0.004509,-0.400000,-0.002822,0.015996,0.153635,0.007731,0.422040,0
2014-03-17,0.422040,0.600000,1858.829956,0.426303,0.600000,1862.300049,0.421566,0.600000,1842.810059,0.423224,0.600000,1842.810059,299656000,13,2860490000,0.000000,0.000000,0.009614,0.015982,0.153635,0.007761,0.431987,1
2014-03-18,0.431987,0.600000,1872.250000,0.434829,0.600000,1873.760010,0.421803,0.600000,1858.920044,0.423698,0.600000,1858.920044,293904000,0,2930190000,0.023569,0.000000,0.007220,0.015980,0.153635,0.006329,0.439566,1
2014-03-19,0.439566,0.600000,1860.770020,0.447855,0.600000,1874.140015,0.434118,0.600000,1850.349976,0.435303,0.600000,1872.250000,366168000,0,3289210000,0.017544,0.000000,-0.006132,0.016125,0.150814,0.006437,0.439802,1
2014-03-20,0.439802,0.600000,1872.010010,0.443592,0.600000,1873.489990,0.435303,0.600000,1854.630005,0.437197,0.600000,1860.089966,191800000,0,3327540000,0.000539,0.000000,0.006041,0.015909,0.098367,0.006433,0.439092,0
2014-03-21,0.439092,0.600000,1866.520020,0.447144,0.600000,1883.969971,0.436724,0.600000,1863.459961,0.443592,0.600000,1874.530029,566116000,0,5270710000,-0.001615,0.000000,-0.002933,0.015926,0.098367,0.006200,0.436961,0
2014-03-24,0.436961,0.600000,1857.439941,0.442881,0.600000,1873.339966,0.430566,0.600000,1849.689941,0.439329,0.600000,1867.670044,306096000,0,3409000000,-0.004854,0.000000,-0.004865,0.015956,0.098367,0.005911,0.436961,0
2014-03-25,0.436961,0.600000,1865.619995,0.442171,0.600000,1871.869995,0.433645,0.600000,1855.959961,0.441697,0.600000,1859.479980,304424000,0,3200560000,0.000000,0.000000,0.004404,0.015981,0.098367,0.005941,0.427013,0
2014-03-26,0.427013,0.600000,1852.560059,0.449276,0.600000,1875.920044,0.423224,0.600000,1852.560059,0.440987,0.600000,1867.089966,557756000,0,3480850000,-0.022764,0.000000,-0.007000,0.016489,0.098367,0.005822,0.421329,0
2014-03-27,0.421329,0.600000,1849.040039,0.429619,0.600000,1855.550049,0.416593,0.600000,1842.109985,0.426066,0.600000,1852.109985,540728000,0,3733430000,-0.013311,0.000000,-0.001900,0.015620,0.073030,0.005838,0.423935,1
2014-03-28,0.423935,0.600000,1857.619995,0.426540,0.600000,1866.630005,0.419435,0.600000,1850.069946,0.420619,0.600000,1850.069946,398820000,0,2955520000,0.006183,0.000000,0.004640,0.014631,0.073030,0.005806,0.424171,1
2014-03-31,0.424171,0.600000,1872.339966,0.428434,0.600000,1875.180054,0.421803,0.600000,1859.160034,0.424645,0.600000,1859.160034,273404000,0,3274300000,0.000559,0.000000,0.007924,0.013456,0.073030,0.005912,0.441697,1
2014-04-01,0.441697,0.600000,1885.520020,0.446908,0.600000,1885.839966,0.432461,0.600000,1873.959961,0.437671,0.600000,1873.959961,656272000,47,3336190000,0.041318,0.000000,0.007039,0.015402,0.073030,0.006027,0.438855,0
2014-04-02,0.438855,0.600000,1890.900024,0.442645,0.600000,1893.170044,0.436960,0.600000,1883.790039,0.441697,0.600000,1886.609985,239948000,0,3131660000,-0.006434,0.000000,0.002853,0.015305,0.073030,0.005874,0.443592,1
2014-04-03,0.443592,0.600000,1888.770020,0.454249,0.600000,1893.800049,0.439566,0.600000,1882.650024,0.439803,0.600000,1891.430054,599548000,0,3055600000,0.010793,0.000000,-0.001126,0.014010,0.073030,0.005813,0.429855,0
2014-04-04,0.429855,0.600000,1865.089966,0.448565,0.600000,1897.280029,0.427961,0.600000,1863.260010,0.445960,0.600000,1890.250000,368032000,0,3583750000,-0.030966,0.000000,-0.012537,0.015068,0.073030,0.006294,0.431276,1
2014-04-07,0.431276,0.600000,1845.040039,0.439566,0.600000,1864.040039,0.427724,0.600000,1841.479980,0.430092,0.600000,1863.920044,428576000,400,3801540000,0.003305,0.000000,-0.010750,0.014818,0.073030,0.006525,0.446671,1
2014-04-08,0.446671,0.600000,1851.959961,0.447855,0.600000,1854.949951,0.430566,0.600000,1837.489990,0.431277,0.600000,1845.479980,470692000,0,3721450000,0.035695,0.000000,0.003751,0.016239,0.073030,0.006556,0.446197,0
2014-04-09,0.446197,0.600000,1872.180054,0.452592,0.600000,1872.430054,0.442645,0.600000,1852.380005,0.448802,0.600000,1852.640015,421968000,0,3308650000,-0.001060,0.000000,0.010918,0.016238,0.073030,0.006844,0.435303,0
2014-04-10,0.435303,0.600000,1833.079956,0.450460,0.600000,1872.530029,0.433882,0.600000,1830.869995,0.444302,0.600000,1872.280029,372748000,2,3758780000,-0.024416,0.000000,-0.020885,0.016733,0.073030,0.007822,0.429145,0
2014-04-11,0.429145,0.600000,1815.689941,0.438618,0.600000,1835.069946,0.423461,0.600000,1814.359985,0.431987,0.600000,1830.650024,353112000,0,3743460000,-0.014146,0.000000,-0.009487,0.016892,0.073030,0.007971,0.433882,1
2014-04-14,0.433882,0.600000,1830.609985,0.435539,0.600000,1834.189941,0.429145,0.600000,1815.800049,0.431987,0.600000,1818.180054,290184000,0,3111540000,0.011037,0.000000,0.008217,0.016994,0.073030,0.008033,0.436961,1
2014-04-15,0.436961,0.600000,1842.979980,0.439329,0.600000,1844.020020,0.430092,0.600000,1816.290039,0.434355,0.600000,1831.449951,304636000,0,3736440000,0.007096,0.000000,0.006757,0.016936,0.073030,0.007606,0.437908,1
2014-04-16,0.437908,0.600000,1862.310059,0.439566,0.600000,1862.310059,0.432461,0.600000,1846.010010,0.439092,0.600000,1846.010010,235136000,200,3155080000,0.002168,0.000000,0.010488,0.016864,0.073030,0.007867,0.439566,1
2014-04-17,0.439566,0.600000,1864.849976,0.443592,0.600000,1869.630005,0.435303,0.600000,1856.719971,0.436250,0.600000,1861.729980,153532000,0,3341430000,0.003786,0.000000,0.001364,0.016673,0.073030,0.007865,0.443118,1
2014-04-21,0.443118,1.000000,1871.890015,0.444302,1.000000,1871.890015,0.436961,1.000000,1863.180054,0.439803,1.000000,1865.790039,117004000,1,2642500000,0.008082,0.666667,0.003775,0.016728,0.144087,0.007897,0.446908,1
2014-04-22,0.446908,1.000000,1879.550049,0.449750,1.000000,1884.890015,0.441460,1.000000,1872.569946,0.443829,1.000000,1872.569946,255120000,0,3215440000,0.008552,0.000000,0.004092,0.016524,0.144087,0.007933,0.452118,1
2014-04-23,0.452118,1.000000,1875.390015,0.453302,1.000000,1879.750000,0.446908,1.000000,1873.910034,0.447618,1.000000,1879.319946,261580000,0,3085720000,0.011659,0.000000,-0.002213,0.016556,0.144087,0.007886,0.456144,1
2014-04-24,0.456144,1.000000,1878.609985,0.460881,1.000000,1884.060059,0.455197,1.000000,1870.239990,0.455197,1.000000,1881.969971,391492000,0,3191830000,0.008905,0.000000,0.001717,0.016609,0.144087,0.007891,0.443592,0
2014-04-25,0.443592,1.000000,1863.400024,0.459460,1.000000,1877.719971,0.442645,0.600000,1859.699951,0.455197,0.600000,1877.719971,313600000,5,3213020000,-0.027518,0.000000,-0.008096,0.016337,0.144087,0.007729,0.441697,0
2014-04-28,0.441697,1.000000,1869.430054,0.449513,1.000000,1877.010010,0.436250,1.000000,1850.609985,0.447144,1.000000,1865.000000,226788000,0,4034680000,-0.004271,0.000000,0.003236,0.016368,0.121716,0.007723,0.442645,1
2014-04-29,0.442645,0.600000,1878.329956,0.444302,0.600000,1880.599976,0.437671,0.600000,1870.780029,0.443355,0.600000,1870.780029,171300000,505,3647820000,0.002145,-0.400000,0.004761,0.016365,0.144087,0.007576,0.437434,0
2014-04-30,0.437434,0.600000,1883.949951,0.442408,0.600000,1885.199951,0.436487,0.600000,1872.689941,0.441934,0.600000,1877.099976,305740000,0,3779230000,-0.011771,0.000000,0.002992,0.016006,0.144087,0.007483,0.439802,1
2014-05-01,0.439802,0.600000,1883.680054,0.445013,0.600000,1888.589966,0.436250,0.600000,1878.040039,0.444065,0.600000,1884.390015,198104000,905,3416740000,0.005414,0.000000,-0.000143,0.015712,0.144087,0.007386,0.436487,0
2014-05-02,0.436487,0.600000,1881.140015,0.441934,0.600000,1891.329956,0.433882,0.600000,1878.500000,0.441934,0.600000,1885.300049,156376000,0,3159560000,-0.007539,0.000000,-0.001348,0.015774,0.144087,0.007316,0.441224,1
